NEODEN,YY1,P&P FILE,,,,,,,,,
,,,,,,,,,,,
PanelizedPCB,UnitLength,0,UnitWidth,0,Rows,1,Columns,1
,,,,,,,,,,,
Fiducial,1-X,0.00,1-Y,0.00,OverallOffsetX,0.00,OverallOffsetY,0.00
,,,,,,,,,,,
NozzleChange,OFF,BeforeComponent,1,Head1,Drop,Station1,PickUp,Station1
,,,,,,,,,,,
Designator,Comment,Footprint,Mid X(mm),Mid Y(mm),Rotation,Head,FeederNo,Mount Speed(%),Pick Height(mm),Place Height(mm),Mode,Skip
C1,100nF,C-0402,3.100000,-3.700000,90.000000,0,1,100,0.0,0.0,1,0
C2,100nF,C-0402,-4.000000,2.700000,0.000000,0,1,100,0.0,0.0,1,0
C3,100nF,C-0402,4.900000,-1.200000,180.000000,0,1,100,0.0,0.0,1,0
C4,10uF,C-0402,-4.000000,3.550000,0.000000,0,1,100,0.0,0.0,1,0
D1,LED,XL-1005SURC,0.000000,-11.000000,-90.000000,0,1,100,0.0,0.0,1,0
D2,LED,XL-1005SURC,0.767300,-10.973200,-86.000000,0,1,100,0.0,0.0,1,0
D3,LED,XL-1005SURC,1.530900,-10.892900,-82.000000,0,1,100,0.0,0.0,1,0
D4,LED,XL-1005SURC,2.287000,-10.759600,-78.000000,0,1,100,0.0,0.0,1,0
D5,LED,XL-1005SURC,3.032000,-10.573900,-74.000000,0,1,100,0.0,0.0,1,0
D6,LED,XL-1005SURC,3.762200,-10.336600,-70.000000,0,1,100,0.0,0.0,1,0
D7,LED,XL-1005SURC,4.474100,-10.049000,-66.000000,0,1,100,0.0,0.0,1,0
D8,LED,XL-1005SURC,5.164200,-9.712400,-62.000000,0,1,100,0.0,0.0,1,0
D9,LED,XL-1005SURC,5.829100,-9.328500,-58.000000,0,1,100,0.0,0.0,1,0
D10,LED,XL-1005SURC,6.465600,-8.899200,-54.000000,0,1,100,0.0,0.0,1,0
D11,LED,XL-1005SURC,7.070700,-8.426500,-50.000000,0,1,100,0.0,0.0,1,0
D12,LED,XL-1005SURC,7.641200,-7.912700,-46.000000,0,1,100,0.0,0.0,1,0
D13,LED,XL-1005SURC,8.174600,-7.360400,-42.000000,0,1,100,0.0,0.0,1,0
D14,LED,XL-1005SURC,8.668100,-6.772300,-38.000000,0,1,100,0.0,0.0,1,0
D15,LED,XL-1005SURC,9.119400,-6.151100,-34.000000,0,1,100,0.0,0.0,1,0
D16,LED,XL-1005SURC,9.526300,-5.500000,-30.000000,0,1,100,0.0,0.0,1,0
D17,LED,XL-1005SURC,9.886700,-4.822100,-26.000000,0,1,100,0.0,0.0,1,0
D18,LED,XL-1005SURC,10.199000,-4.120700,-22.000000,0,1,100,0.0,0.0,1,0
D19,LED,XL-1005SURC,10.461600,-3.399200,-18.000000,0,1,100,0.0,0.0,1,0
D20,LED,XL-1005SURC,10.673300,-2.661100,-14.000000,0,1,100,0.0,0.0,1,0
D21,LED,XL-1005SURC,10.832900,-1.910100,-10.000000,0,1,100,0.0,0.0,1,0
D22,LED,XL-1005SURC,10.939700,-1.149800,-6.000000,0,1,100,0.0,0.0,1,0
D23,LED,XL-1005SURC,10.993300,-0.383900,-2.000000,0,1,100,0.0,0.0,1,0
D24,LED,XL-1005SURC,10.993300,0.383900,2.000000,0,1,100,0.0,0.0,1,0
D25,LED,XL-1005SURC,10.939700,1.149800,6.000000,0,1,100,0.0,0.0,1,0
D26,LED,XL-1005SURC,10.832900,1.910100,10.000000,0,1,100,0.0,0.0,1,0
D27,LED,XL-1005SURC,10.673300,2.661100,14.000000,0,1,100,0.0,0.0,1,0
