D28,LED,XL-1005SURC,10.461600,3.399200,18.000000,0,1,100,0.0,0.0,1,0
D29,LED,XL-1005SURC,10.199000,4.120700,22.000000,0,1,100,0.0,0.0,1,0
D30,LED,XL-1005SURC,9.886700,4.822100,26.000000,0,1,100,0.0,0.0,1,0
D31,LED,XL-1005SURC,9.526300,5.500000,30.000000,0,1,100,0.0,0.0,1,0
D32,LED,XL-1005SURC,9.119400,6.151100,34.000000,0,1,100,0.0,0.0,1,0
D33,LED,XL-1005SURC,8.668100,6.772300,38.000000,0,1,100,0.0,0.0,1,0
D34,LED,XL-1005SURC,8.174600,7.360400,42.000000,0,1,100,0.0,0.0,1,0
D35,LED,XL-1005SURC,7.641200,7.912700,46.000000,0,1,100,0.0,0.0,1,0
D36,LED,XL-1005SURC,7.070700,8.426500,50.000000,0,1,100,0.0,0.0,1,0
D37,LED,XL-1005SURC,6.465600,8.899200,54.000000,0,1,100,0.0,0.0,1,0
D38,LED,XL-1005SURC,5.829100,9.328500,58.000000,0,1,100,0.0,0.0,1,0
D39,LED,XL-1005SURC,5.164200,9.712400,62.000000,0,1,100,0.0,0.0,1,0
D40,LED,XL-1005SURC,4.474100,10.049000,66.000000,0,1,100,0.0,0.0,1,0
D41,LED,XL-1005SURC,3.762200,10.336600,70.000000,0,1,100,0.0,0.0,1,0
D42,LED,XL-1005SURC,3.032000,10.573900,74.000000,0,1,100,0.0,0.0,1,0
D43,LED,XL-1005SURC,2.287000,10.759600,78.000000,0,1,100,0.0,0.0,1,0
D44,LED,XL-1005SURC,1.530900,10.892900,82.000000,0,1,100,0.0,0.0,1,0
D45,LED,XL-1005SURC,0.767300,10.973200,86.000000,0,1,100,0.0,0.0,1,0
D46,LED,XL-1005SURC,0.000000,11.000000,90.000000,0,1,100,0.0,0.0,1,0
D47,LED,XL-1005SURC,-0.767300,10.973200,94.000000,0,1,100,0.0,0.0,1,0
D48,LED,XL-1005SURC,-1.530900,10.892900,98.000000,0,1,100,0.0,0.0,1,0
D49,LED,XL-1005SURC,-2.287000,10.759600,102.000000,0,1,100,0.0,0.0,1,0
D50,LED,XL-1005SURC,-3.032000,10.573900,106.000000,0,1,100,0.0,0.0,1,0
D51,LED,XL-1005SURC,-3.762200,10.336600,110.000000,0,1,100,0.0,0.0,1,0
D52,LED,XL-1005SURC,-4.474100,10.049000,114.000000,0,1,100,0.0,0.0,1,0
D53,LED,XL-1005SURC,-5.164200,9.712400,118.000000,0,1,100,0.0,0.0,1,0
D54,LED,XL-1005SURC,-5.829100,9.328500,122.000000,0,1,100,0.0,0.0,1,0
D55,LED,XL-1005SURC,-6.465600,8.899200,126.000000,0,1,100,0.0,0.0,1,0
D56,LED,XL-1005SURC,-7.070700,8.426500,130.000000,0,1,100,0.0,0.0,1,0
D57,LED,XL-1005SURC,-7.641200,7.912700,134.000000,0,1,100,0.0,0.0,1,0
D58,LED,XL-1005SURC,-8.174600,7.360400,138.000000,0,1,100,0.0,0.0,1,0
D59,LED,XL-1005SURC,-8.668100,6.772300,142.000000,0,1,100,0.0,0.0,1,0
D60,LED,XL-1005SURC,-9.119400,6.151100,146.000000,0,1,100,0.0,0.0,1,0
D61,LED,XL-1005SURC,-9.526300,5.500000,150.000000,0,1,100,0.0,0.0,1,0
D62,LED,XL-1005SURC,-9.886700,4.822100,154.000000,0,1,100,0.0,0.0,1,0
D63,LED,XL-1005SURC,-10.199000,4.120700,158.000000,0,1,100,0.0,0.0,1,0
D64,LED,XL-1005SURC,-10.461600,3.399200,162.000000,0,1,100,0.0,0.0,1,0
D65,LED,XL-1005SURC,-10.673300,2.661100,166.000000,0,1,100,0.0,0.0,1,0
D66,LED,XL-1005SURC,-10.832900,1.910100,170.000000,0,1,100,0.0,0.0,1,0
D67,LED,XL-1005SURC,-10.939700,1.149800,174.000000,0,1,100,0.0,0.0,1,0
D68,LED,XL-1005SURC,-10.993300,0.383900,178.000000,0,1,100,0.0,0.0,1,0
D69,LED,XL-1005SURC,-10.993300,-0.383900,-178.000000,0,1,100,0.0,0.0,1,0
D70,LED,XL-1005SURC,-10.939700,-1.149800,-174.000000,0,1,100,0.0,0.0,1,0
D71,LED,XL-1005SURC,-10.832900,-1.910100,-170.000000,0,1,100,0.0,0.0,1,0
D72,LED,XL-1005SURC,-10.673300,-2.661100,-166.000000,0,1,100,0.0,0.0,1,0
D73,LED,XL-1005SURC,-10.461600,-3.399200,-162.000000,0,1,100,0.0,0.0,1,0
D74,LED,XL-1005SURC,-10.199000,-4.120700,-158.000000,0,1,100,0.0,0.0,1,0
D75,LED,XL-1005SURC,-9.886700,-4.822100,-154.000000,0,1,100,0.0,0.0,1,0
D76,LED,XL-1005SURC,-9.526300,-5.500000,-150.000000,0,1,100,0.0,0.0,1,0
D77,LED,XL-1005SURC,-9.119400,-6.151100,-146.000000,0,1,100,0.0,0.0,1,0
D78,LED,XL-1005SURC,-8.668100,-6.772300,-142.000000,0,1,100,0.0,0.0,1,0
D79,LED,XL-1005SURC,-8.174600,-7.360400,-138.000000,0,1,100,0.0,0.0,1,0
D80,LED,XL-1005SURC,-7.641200,-7.912700,-134.000000,0,1,100,0.0,0.0,1,0
D81,LED,XL-1005SURC,-7.070700,-8.426500,-130.000000,0,1,100,0.0,0.0,1,0
D82,LED,XL-1005SURC,-6.465600,-8.899200,-126.000000,0,1,100,0.0,0.0,1,0
D83,LED,XL-1005SURC,-5.829100,-9.328500,-122.000000,0,1,100,0.0,0.0,1,0
D84,LED,XL-1005SURC,-5.164200,-9.712400,-118.000000,0,1,100,0.0,0.0,1,0
D85,LED,XL-1005SURC,-4.474100,-10.049000,-114.000000,0,1,100,0.0,0.0,1,0
D86,LED,XL-1005SURC,-3.762200,-10.336600,-110.000000,0,1,100,0.0,0.0,1,0
D87,LED,XL-1005SURC,-3.032000,-10.573900,-106.000000,0,1,100,0.0,0.0,1,0
D88,LED,XL-1005SURC,-2.287000,-10.759600,-102.000000,0,1,100,0.0,0.0,1,0
D89,LED,XL-1005SURC,-1.530900,-10.892900,-98.000000,0,1,100,0.0,0.0,1,0
D90,LED,XL-1005SURC,-0.767300,-10.973200,-94.000000,0,1,100,0.0,0.0,1,0
R1,10k,R-0402,-0.750000,-3.900000,-90.000000,0,1,100,0.0,0.0,1,0
R2,10k,R-0402,1.600000,-1.500000,0.000000,0,1,100,0.0,0.0,1,0
R3,10k,R-0402,-0.600000,3.300000,-90.000000,0,1,100,0.0,0.0,1,0
R4,10k,R-0402,4.200000,3.700000,0.000000,0,1,100,0.0,0.0,1,0
U1,STM8151G6U6,UFQFPN28,-2.400000,-0.100000,-90.000000,0,1,100,0.0,0.0,1,0
U2,SC7A20HTR,SC7A20HTR,1.225019,-3.549911,0.000000,0,1,100,0.0,0.0,1,0
U3,HAL2041SO,HAL2041SO,4.400000,1.100000,-90.000000,0,1,100,0.0,0.0,1,0
